Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Min_length_Tag_cm,Max_C_Depth_m,Max_length_Tag_cm,Max_Days_Tracked,Max_Hours_Recorded,Min_Days_Tracked,Min_Hours_Recorded,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Yokota_2007,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,20.8,0,30.8,104,Not Reported,Not Reported,48,Surface to 3m,Small,Medium Term,Not Reported
Bohaboy_2020,Teleostei,2,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Fisheries Management,Techniques,Single,2,Saltwater,41,28,59,35,Not Reported,Not Reported,Not Reported,Not Reported,>40m,Medium,Not Reported,Not Reported
Yokota_2007,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,0,20.8,0,30.8,104,Not Reported,Not Reported,48,Surface to 3m,Small,Medium Term,Not Reported
Yokota_2007,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,0,20.8,0,30.8,104,Not Reported,Not Reported,48,Surface to 3m,Small,Medium Term,Not Reported
Yokota_2011,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,7.4,0,84.8,215,48,0,Not Reported,Surface to 3m,Small,Long Term,Medium Term
Garner_2022,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Fisheries Management,Techniques,Single,2,Saltwater,38,42.7,39,47.6,21,0.25,Not Reported,Not Reported,3m to 40m,Medium,Medium Term,Short term
Yokota_2011,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,0,7.4,0,84.8,215,48,0,Not Reported,Surface to 3m,Small,Long Term,Medium Term
Yokota_2011,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,0,7.4,0,84.8,215,48,0,Not Reported,Surface to 3m,Small,Long Term,Medium Term
Yoshino_2020,Phocidae,5,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,0,Not Reported,800,Not Reported,Not Reported,5.6,Not Reported,0.85,>40m,Not Reported,Not Reported,Medium Term
Yoshino_2020,Phocidae,5,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Multiple,3,Saltwater,0,Not Reported,800,Not Reported,Not Reported,5.6,Not Reported,0.85,>40m,Not Reported,Not Reported,Medium Term
Zhang_2015,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,26,38,34,46,Not Reported,19,Not Reported,3m to 40m,Medium,Medium Term,Not Reported
Zhang_2015,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,0,26,38,34,46,Not Reported,19,Not Reported,3m to 40m,Medium,Medium Term,Not Reported
Zhang_2015,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Conservation Measures,Artificial Reefs,Single,2,Saltwater,0,26,38,34,46,Not Reported,19,Not Reported,3m to 40m,Medium,Medium Term,Not Reported
